Run 6298: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6299: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------209/300----------------

Run 6300: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6301: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6302: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6303: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6304: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6305: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6306: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6307: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6308: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6309: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------217/310----------------

Run 6310: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6311: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6312: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6313: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6314: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6315: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6316: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6317: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6318: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6319: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------225/320----------------

Run 6320: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6321: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6322: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6323: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6324: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6325: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6326: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6327: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6328: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6329: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------232/330----------------

Run 6330: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6331: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6332: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6333: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6334: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6335: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 6336: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6337: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6338: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6339: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------234/340----------------

Run 6340: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6341: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6342: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6343: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6344: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6345: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6346: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6347: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6348: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6349: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------242/350----------------

Run 6350: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6351: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6352: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6353: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6354: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6355: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6356: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6357: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6358: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6359: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------247/360----------------

Run 6360: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6361: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6362: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6363: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6364: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6365: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6366: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6367: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6368: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6369: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------255/370----------------

Run 6370: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6371: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6372: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6373: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6374: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6375: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6376: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6377: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6378: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6379: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------261/380----------------

Run 6380: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6381: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6382: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6383: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6384: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6385: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6386: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6387: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6388: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6389: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------267/390----------------

Run 6390: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6391: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6392: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6393: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6394: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6395: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6396: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6397: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6398: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6399: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------275/400----------------

Run 6400: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6401: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6402: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6403: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6404: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6405: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6406: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6407: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6408: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6409: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------281/410----------------

Run 6410: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6411: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6412: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6413: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6414: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6415: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6416: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6417: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6418: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6419: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------289/420----------------

Run 6420: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6421: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6422: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6423: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6424: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6425: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6426: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6427: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6428: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6429: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------297/430----------------

Run 6430: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6431: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6432: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6433: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6434: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6435: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6436: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6437: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6438: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6439: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------306/440----------------

Run 6440: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6441: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6442: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6443: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6444: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6445: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6446: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6447: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6448: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6449: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------315/450----------------

Run 6450: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6451: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6452: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6453: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6454: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6455: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6456: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6457: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6458: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6459: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------321/460----------------

Run 6460: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6461: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6462: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6463: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6464: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6465: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6466: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6467: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6468: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6469: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------329/470----------------

Run 6470: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6471: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6472: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6473: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6474: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6475: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6476: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6477: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6478: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6479: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------335/480----------------

Run 6480: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6481: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6482: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6483: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6484: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6485: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6486: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6487: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6488: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6489: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------344/490----------------

Run 6490: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6491: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6492: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6493: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6494: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6495: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6496: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6497: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6498: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6499: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------351/500----------------

Run 6500: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6501: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6502: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6503: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6504: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6505: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6506: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6507: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6508: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6509: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------358/510----------------

Run 6510: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6511: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6512: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6513: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6514: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6515: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6516: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6517: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6518: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6519: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------364/520----------------

Run 6520: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6521: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6522: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6523: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6524: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6525: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6526: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6527: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6528: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6529: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------370/530----------------

Run 6530: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6531: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6532: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6533: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6534: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6535: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6536: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6537: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6538: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6539: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------375/540----------------

Run 6540: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6541: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6542: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6543: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6544: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6545: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6546: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6547: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6548: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6549: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------382/550----------------

Run 6550: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6551: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6552: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6553: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6554: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6555: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6556: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6557: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6558: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6559: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------389/560----------------

Run 6560: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6561: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6562: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6563: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6564: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6565: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6566: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6567: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6568: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6569: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------396/570----------------

Run 6570: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6571: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6572: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6573: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6574: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6575: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6576: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6577: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6578: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6579: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------404/580----------------

Run 6580: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6581: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6582: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6583: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6584: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6585: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6586: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6587: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6588: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6589: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------410/590----------------

Run 6590: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6591: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6592: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6593: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6594: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6595: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6596: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6597: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6598: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6599: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------417/600----------------

Run 6600: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6601: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6602: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6603: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6604: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6605: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6606: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6607: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6608: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6609: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------423/610----------------

Run 6610: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6611: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6612: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6613: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6614: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6615: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6616: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6617: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6618: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6619: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------427/620----------------

Run 6620: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6621: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6622: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6623: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6624: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6625: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6626: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6627: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6628: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6629: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------433/630----------------

Run 6630: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6631: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6632: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6633: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6634: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6635: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6636: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6637: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6638: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6639: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------442/640----------------

Run 6640: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6641: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6642: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6643: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6644: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6645: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6646: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6647: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6648: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6649: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------449/650----------------

Run 6650: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6651: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6652: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6653: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6654: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6655: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6656: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
